cas,smiles,log_kow_input,water_solubility_input,melting_point_input,qsar_class,organism,duration,endpoint,concentration,max_log_kow,flags
000123-86-4,CCCCOC(=O)C,1.78,8400.0,-78.0,Esters,Fish (SW),96-hr,LC50,31.738754272460938,5.0,
000123-86-4,CCCCOC(=O)C,1.78,8400.0,-78.0,Esters,Mysid,96-hr,LC50,25.14779281616211,5.0,
000123-86-4,CCCCOC(=O)C,1.78,8400.0,-78.0,Esters,Fish (SW),,ChV,4.7021002769470215,8.0,
000123-86-4,CCCCOC(=O)C,1.78,8400.0,-78.0,Esters,Mysid (SW),,ChV,2034.3310546875,8.0,
000123-86-4,CCCCOC(=O)C,1.78,8400.0,-78.0,Esters,Fish,14-day,LC50,3764.8525390625,6.0,
000123-86-4,CCCCOC(=O)C,1.78,8400.0,-78.0,Esters,Earthworm,14-day,LC50,1783.158203125,6.0,
000123-86-4,CCCCOC(=O)C,1.78,8400.0,-78.0,Neutral Organics,Fish,96-hr,LC50,150.39862060546875,5.0,
000123-86-4,CCCCOC(=O)C,1.78,8400.0,-78.0,Neutral Organics,Daphnid,48-hr,LC50,83.68003845214844,5.0,
000123-86-4,CCCCOC(=O)C,1.78,8400.0,-78.0,Neutral Organics,Green Algae,96-hr,EC50,57.31203842163086,6.400000095367432,
000123-86-4,CCCCOC(=O)C,1.78,8400.0,-78.0,Neutral Organics,Fish,,ChV,14.352840423583984,8.0,
000123-86-4,CCCCOC(=O)C,1.78,8400.0,-78.0,Neutral Organics,Daphnid,,ChV,7.712050437927246,8.0,
000123-86-4,CCCCOC(=O)C,1.78,8400.0,-78.0,Neutral Organics,Green Algae,,ChV,14.34497356414795,8.0,
000123-86-4,CCCCOC(=O)C,1.78,8400.0,-78.0,Neutral Organics,Fish (SW),96-hr,LC50,189.09146118164062,5.0,
000123-86-4,CCCCOC(=O)C,1.78,8400.0,-78.0,Neutral Organics,Mysid,96-hr,LC50,163.11572265625,5.0,
000123-86-4,CCCCOC(=O)C,1.78,8400.0,-78.0,Neutral Organics,Fish (SW),,ChV,17.944355010986328,8.0,
000123-86-4,CCCCOC(=O)C,1.78,8400.0,-78.0,Neutral Organics,Mysid (SW),,ChV,15.049078941345215,8.0,
000123-86-4,CCCCOC(=O)C,1.78,8400.0,-78.0,Neutral Organics,Earthworm,14-day,LC50,212.85108947753906,6.0,
000075-15-0,C(=S)=S,1.94,,-111.5,Neutral Organics,Fish,96-hr,LC50,70.80241394042969,5.0,
000075-15-0,C(=S)=S,1.94,,-111.5,Neutral Organics,Daphnid,48-hr,LC50,39.97993087768555,5.0,
000075-15-0,C(=S)=S,1.94,,-111.5,Neutral Organics,Green Algae,96-hr,EC50,29.10677146911621,6.400000095367432,
000075-15-0,C(=S)=S,1.94,,-111.5,Neutral Organics,Fish,,ChV,6.87559175491333,8.0,
000075-15-0,C(=S)=S,1.94,,-111.5,Neutral Organics,Daphnid,,ChV,3.839246988296509,8.0,
000075-15-0,C(=S)=S,1.94,,-111.5,Neutral Organics,Green Algae,,ChV,7.52897834777832,8.0,
000075-15-0,C(=S)=S,1.94,,-111.5,Neutral Organics,Fish (SW),96-hr,LC50,89.10294342041016,5.0,
000075-15-0,C(=S)=S,1.94,,-111.5,Neutral Organics,Mysid,96-hr,LC50,68.96744537353516,5.0,
000075-15-0,C(=S)=S,1.94,,-111.5,Neutral Organics,Fish (SW),,ChV,9.32352352142334,8.0,
000075-15-0,C(=S)=S,1.94,,-111.5,Neutral Organics,Mysid (SW),,ChV,6.068285942077637,8.0,
000075-15-0,C(=S)=S,1.94,,-111.5,Neutral Organics,Earthworm,14-day,LC50,134.27159118652344,6.0,
000108-90-7,C1=CC=C(C=C1)Cl,2.84,498.0,-45.31,Neutral Organics,Fish,96-hr,LC50,16.277164459228516,5.0,
000108-90-7,C1=CC=C(C=C1)Cl,2.84,498.0,-45.31,Neutral Organics,Daphnid,48-hr,LC50,9.98763370513916,5.0,
000108-90-7,C1=CC=C(C=C1)Cl,2.84,498.0,-45.31,Neutral Organics,Green Algae,96-hr,EC50,10.252613067626953,6.400000095367432,
000108-90-7,C1=CC=C(C=C1)Cl,2.84,498.0,-45.31,Neutral Organics,Fish,,ChV,1.7434544563293457,8.0,
000108-90-7,C1=CC=C(C=C1)Cl,2.84,498.0,-45.31,Neutral Organics,Daphnid,,ChV,1.2086665630340576,8.0,
000108-90-7,C1=CC=C(C=C1)Cl,2.84,498.0,-45.31,Neutral Organics,Green Algae,,ChV,3.191145181655884,8.0,
000108-90-7,C1=CC=C(C=C1)Cl,2.84,498.0,-45.31,Neutral Organics,Fish (SW),96-hr,LC50,20.595035552978516,5.0,
000108-90-7,C1=CC=C(C=C1)Cl,2.84,498.0,-45.31,Neutral Organics,Mysid,96-hr,LC50,8.664322853088379,5.0,
000108-90-7,C1=CC=C(C=C1)Cl,2.84,498.0,-45.31,Neutral Organics,Fish (SW),,ChV,3.733623743057251,8.0,
000108-90-7,C1=CC=C(C=C1)Cl,2.84,498.0,-45.31,Neutral Organics,Mysid (SW),,ChV,0.5838838219642639,8.0,
000108-90-7,C1=CC=C(C=C1)Cl,2.84,498.0,-45.31,Neutral Organics,Earthworm,14-day,LC50,160.1306915283203,6.0,
000067-66-3,C(Cl)(Cl)Cl,1.97,7950.0,-63.6,Neutral Organics,Fish,96-hr,LC50,104.34403991699219,5.0,
000067-66-3,C(Cl)(Cl)Cl,1.97,7950.0,-63.6,Neutral Organics,Daphnid,48-hr,LC50,59.083290100097656,5.0,
000067-66-3,C(Cl)(Cl)Cl,1.97,7950.0,-63.6,Neutral Organics,Green Algae,96-hr,EC50,43.51015853881836,6.400000095367432,
000067-66-3,C(Cl)(Cl)Cl,1.97,7950.0,-63.6,Neutral Organics,Fish,,ChV,10.16596794128418,8.0,
000067-66-3,C(Cl)(Cl)Cl,1.97,7950.0,-63.6,Neutral Organics,Daphnid,,ChV,5.71763801574707,8.0,
000067-66-3,C(Cl)(Cl)Cl,1.97,7950.0,-63.6,Neutral Organics,Green Algae,,ChV,11.324308395385742,8.0,
000067-66-3,C(Cl)(Cl)Cl,1.97,7950.0,-63.6,Neutral Organics,Fish (SW),96-hr,LC50,131.33778381347656,5.0,
000067-66-3,C(Cl)(Cl)Cl,1.97,7950.0,-63.6,Neutral Organics,Mysid,96-hr,LC50,99.61292266845703,5.0,
000067-66-3,C(Cl)(Cl)Cl,1.97,7950.0,-63.6,Neutral Organics,Fish (SW),,ChV,13.996956825256348,8.0,
000067-66-3,C(Cl)(Cl)Cl,1.97,7950.0,-63.6,Neutral Organics,Mysid (SW),,ChV,8.687134742736816,8.0,
000067-66-3,C(Cl)(Cl)Cl,1.97,7950.0,-63.6,Neutral Organics,Earthworm,14-day,LC50,209.0430145263672,6.0,
000124-38-9,C(=O)=O,0.83,1480.0,-56.5,Neutral Organics,Fish,96-hr,LC50,406.37542724609375,5.0,
000124-38-9,C(=O)=O,0.83,1480.0,-56.5,Neutral Organics,Daphnid,48-hr,LC50,207.11444091796875,5.0,
000124-38-9,C(=O)=O,0.83,1480.0,-56.5,Neutral Organics,Green Algae,96-hr,EC50,98.7016372680664,6.400000095367432,
000124-38-9,C(=O)=O,0.83,1480.0,-56.5,Neutral Organics,Fish,,ChV,34.96925735473633,8.0,
000124-38-9,C(=O)=O,0.83,1480.0,-56.5,Neutral Organics,Daphnid,,ChV,14.953346252441406,8.0,
000124-38-9,C(=O)=O,0.83,1480.0,-56.5,Neutral Organics,Green Algae,,ChV,20.3209171295166,8.0,
000124-38-9,C(=O)=O,0.83,1480.0,-56.5,Neutral Organics,Fish (SW),96-hr,LC50,508.0253601074219,5.0,
000124-38-9,C(=O)=O,0.83,1480.0,-56.5,Neutral Organics,Mysid,96-hr,LC50,834.0640869140625,5.0,
000124-38-9,C(=O)=O,0.83,1480.0,-56.5,Neutral Organics,Fish (SW),,ChV,26.98990821838379,8.0,
000124-38-9,C(=O)=O,0.83,1480.0,-56.5,Neutral Organics,Mysid (SW),,ChV,101.97140502929688,8.0,
000124-38-9,C(=O)=O,0.83,1480.0,-56.5,Neutral Organics,Earthworm,14-day,LC50,101.17642974853516,6.0,
000110-82-7,C1CCCCC1,3.44,55.0,6.6,Neutral Organics,Fish,96-hr,LC50,3.519289493560791,5.0,
000110-82-7,C1CCCCC1,3.44,55.0,6.6,Neutral Organics,Daphnid,48-hr,LC50,2.2824387550354004,5.0,
000110-82-7,C1CCCCC1,3.44,55.0,6.6,Neutral Organics,Green Algae,96-hr,EC50,2.9461238384246826,6.400000095367432,
000110-82-7,C1CCCCC1,3.44,55.0,6.6,Neutral Organics,Fish,,ChV,0.40240830183029175,8.0,
000110-82-7,C1CCCCC1,3.44,55.0,6.6,Neutral Organics,Daphnid,,ChV,0.3222576379776001,8.0,
000110-82-7,C1CCCCC1,3.44,55.0,6.6,Neutral Organics,Green Algae,,ChV,1.0373926162719727,8.0,
000110-82-7,C1CCCCC1,3.44,55.0,6.6,Neutral Organics,Fish (SW),96-hr,LC50,4.468883514404297,5.0,
000110-82-7,C1CCCCC1,3.44,55.0,6.6,Neutral Organics,Mysid,96-hr,LC50,1.252135157585144,5.0,
000110-82-7,C1CCCCC1,3.44,55.0,6.6,Neutral Organics,Fish (SW),,ChV,1.1686571836471558,8.0,
000110-82-7,C1CCCCC1,3.44,55.0,6.6,Neutral Organics,Mysid (SW),,ChV,0.07063550502061844,8.0,
000110-82-7,C1CCCCC1,3.44,55.0,6.6,Neutral Organics,Earthworm,14-day,LC50,103.75072479248047,6.0,aboveWaterSolubility
000108-94-1,C1CCC(=O)CC1,0.81,25000.0,-31.0,Neutral Organics,Fish,96-hr,LC50,944.5210571289062,5.0,
000108-94-1,C1CCC(=O)CC1,0.81,25000.0,-31.0,Neutral Organics,Daphnid,48-hr,LC50,480.4991455078125,5.0,
000108-94-1,C1CCC(=O)CC1,0.81,25000.0,-31.0,Neutral Organics,Green Algae,96-hr,EC50,227.24305725097656,6.400000095367432,
000108-94-1,C1CCC(=O)CC1,0.81,25000.0,-31.0,Neutral Organics,Fish,,ChV,81.10070037841797,8.0,
000108-94-1,C1CCC(=O)CC1,0.81,25000.0,-31.0,Neutral Organics,Daphnid,,ChV,34.51347351074219,8.0,
000108-94-1,C1CCC(=O)CC1,0.81,25000.0,-31.0,Neutral Organics,Green Algae,,ChV,46.59331130981445,8.0,
000108-94-1,C1CCC(=O)CC1,0.81,25000.0,-31.0,Neutral Organics,Fish (SW),96-hr,LC50,1180.640380859375,5.0,
000108-94-1,C1CCC(=O)CC1,0.81,25000.0,-31.0,Neutral Organics,Mysid,96-hr,LC50,1964.78759765625,5.0,
000108-94-1,C1CCC(=O)CC1,0.81,25000.0,-31.0,Neutral Organics,Fish (SW),,ChV,61.96260070800781,8.0,
000108-94-1,C1CCC(=O)CC1,0.81,25000.0,-31.0,Neutral Organics,Mysid (SW),,ChV,241.639892578125,8.0,
000108-94-1,C1CCC(=O)CC1,0.81,25000.0,-31.0,Neutral Organics,Earthworm,14-day,LC50,226.71258544921875,6.0,
005989-27-5,C=C(C)C1CC=C(C)CC1,4.38,13.8,-90.0,Neutral Organics,Fish,96-hr,LC50,0.8154990673065186,5.0,
005989-27-5,C=C(C)C1CC=C(C)CC1,4.38,13.8,-90.0,Neutral Organics,Daphnid,48-hr,LC50,0.576848030090332,5.0,
005989-27-5,C=C(C)C1CC=C(C)CC1,4.38,13.8,-90.0,Neutral Organics,Green Algae,96-hr,EC50,1.0660204887390137,6.400000095367432,
005989-27-5,C=C(C)C1CC=C(C)CC1,4.38,13.8,-90.0,Neutral Organics,Fish,,ChV,0.10329931974411011,8.0,
005989-27-5,C=C(C)C1CC=C(C)CC1,4.38,13.8,-90.0,Neutral Organics,Daphnid,,ChV,0.10369778424501419,8.0,
005989-27-5,C=C(C)C1CC=C(C)CC1,4.38,13.8,-90.0,Neutral Organics,Green Algae,,ChV,0.4554063677787781,8.0,
005989-27-5,C=C(C)C1CC=C(C)CC1,4.38,13.8,-90.0,Neutral Organics,Fish (SW),96-hr,LC50,1.0413849353790283,5.0,
005989-27-5,C=C(C)C1CC=C(C)CC1,4.38,13.8,-90.0,Neutral Organics,Mysid,96-hr,LC50,0.15435312688350677,5.0,
005989-27-5,C=C(C)C1CC=C(C)CC1,4.38,13.8,-90.0,Neutral Organics,Fish (SW),,ChV,0.4834899604320526,8.0,
005989-27-5,C=C(C)C1CC=C(C)CC1,4.38,13.8,-90.0,Neutral Organics,Mysid (SW),,ChV,0.0065903570502996445,8.0,
005989-27-5,C=C(C)C1CC=C(C)CC1,4.38,13.8,-90.0,Neutral Organics,Earthworm,14-day,LC50,134.182373046875,6.0,aboveWaterSolubility
000107-06-2,C(CCl)Cl,1.48,8600.0,-35.5,Neutral Organics,Fish,96-hr,LC50,238.27178955078125,5.0,
000107-06-2,C(CCl)Cl,1.48,8600.0,-35.5,Neutral Organics,Daphnid,48-hr,LC50,128.9497528076172,5.0,
000107-06-2,C(CCl)Cl,1.48,8600.0,-35.5,Neutral Organics,Green Algae,96-hr,EC50,78.7597885131836,6.400000095367432,
000107-06-2,C(CCl)Cl,1.48,8600.0,-35.5,Neutral Organics,Fish,,ChV,22.007795333862305,8.0,
000107-06-2,C(CCl)Cl,1.48,8600.0,-35.5,Neutral Organics,Daphnid,,ChV,11.002429008483887,8.0,
000107-06-2,C(CCl)Cl,1.48,8600.0,-35.5,Neutral Organics,Green Algae,,ChV,18.53396987915039,8.0,
000107-06-2,C(CCl)Cl,1.48,8600.0,-35.5,Neutral Organics,Fish (SW),96-hr,LC50,299.03399658203125,5.0,
000107-06-2,C(CCl)Cl,1.48,8600.0,-35.5,Neutral Organics,Mysid,96-hr,LC50,316.0854797363281,5.0,
000107-06-2,C(CCl)Cl,1.48,8600.0,-35.5,Neutral Organics,Fish (SW),,ChV,23.6274356842041,8.0,
000107-06-2,C(CCl)Cl,1.48,8600.0,-35.5,Neutral Organics,Mysid (SW),,ChV,31.873409271240234,8.0,
000107-06-2,C(CCl)Cl,1.48,8600.0,-35.5,Neutral Organics,Earthworm,14-day,LC50,194.79803466796875,6.0,
000123-42-2,CC(=O)CC(C)(C)O,-0.14,1000000.0,-44.0,Neutral Organics,Fish,96-hr,LC50,7972.5244140625,5.0,
000123-42-2,CC(=O)CC(C)(C)O,-0.14,1000000.0,-44.0,Neutral Organics,Daphnid,48-hr,LC50,3715.19677734375,5.0,
000123-42-2,CC(=O)CC(C)(C)O,-0.14,1000000.0,-44.0,Neutral Organics,Green Algae,96-hr,EC50,1222.5589599609375,6.400000095367432,
000123-42-2,CC(=O)CC(C)(C)O,-0.14,1000000.0,-44.0,Neutral Organics,Fish,,ChV,617.2681274414062,8.0,
000123-42-2,CC(=O)CC(C)(C)O,-0.14,1000000.0,-44.0,Neutral Organics,Daphnid,,ChV,209.05369567871094,8.0,
000123-42-2,CC(=O)CC(C)(C)O,-0.14,1000000.0,-44.0,Neutral Organics,Green Algae,,ChV,206.1901092529297,8.0,
000123-42-2,CC(=O)CC(C)(C)O,-0.14,1000000.0,-44.0,Neutral Organics,Fish (SW),96-hr,LC50,9909.046875,5.0,
000123-42-2,CC(=O)CC(C)(C)O,-0.14,1000000.0,-44.0,Neutral Organics,Mysid,96-hr,LC50,31384.837890625,5.0,
000123-42-2,CC(=O)CC(C)(C)O,-0.14,1000000.0,-44.0,Neutral Organics,Fish (SW),,ChV,291.14129638671875,8.0,
000123-42-2,CC(=O)CC(C)(C)O,-0.14,1000000.0,-44.0,Neutral Organics,Mysid (SW),,ChV,5114.90869140625,8.0,
000123-42-2,CC(=O)CC(C)(C)O,-0.14,1000000.0,-44.0,Neutral Organics,Earthworm,14-day,LC50,336.65093994140625,6.0,
000123-42-2,CC(=O)CC(C)(C)O,-0.14,1000000.0,-44.0,Ketone alcohols,Fish,96-hr,LC50,167.4479522705078,5.0,
000123-42-2,CC(=O)CC(C)(C)O,-0.14,1000000.0,-44.0,Ketone alcohols,Daphnid,48-hr,LC50,79.33007049560547,5.0,
000123-42-2,CC(=O)CC(C)(C)O,-0.14,1000000.0,-44.0,Ketone alcohols,Green Algae,96-hr,EC50,17.197124481201172,6.400000095367432,
000123-42-2,CC(=O)CC(C)(C)O,-0.14,1000000.0,-44.0,Ketone alcohols,Fish,,ChV,16.485870361328125,8.0,acuteToChronicRatioApplied
000123-42-2,CC(=O)CC(C)(C)O,-0.14,1000000.0,-44.0,Ketone alcohols,Daphnid,,ChV,7.853149890899658,8.0,acuteToChronicRatioApplied
000123-42-2,CC(=O)CC(C)(C)O,-0.14,1000000.0,-44.0,Ketone alcohols,Green Algae,,ChV,73.63933563232422,8.0,
000060-29-7,CCOCC,0.89,60400.0,-116.3,Neutral Organics,Fish,96-hr,LC50,604.572998046875,5.0,
000060-29-7,CCOCC,0.89,60400.0,-116.3,Neutral Organics,Daphnid,48-hr,LC50,309.8401184082031,5.0,
000060-29-7,CCOCC,0.89,60400.0,-116.3,Neutral Organics,Green Algae,96-hr,EC50,151.0774688720703,6.400000095367432,
000060-29-7,CCOCC,0.89,60400.0,-116.3,Neutral Organics,Fish,,ChV,52.36555480957031,8.0,
000060-29-7,CCOCC,0.89,60400.0,-116.3,Neutral Organics,Daphnid,,ChV,22.71756362915039,8.0,
000060-29-7,CCOCC,0.89,60400.0,-116.3,Neutral Organics,Green Algae,,ChV,31.49028778076172,8.0,
000060-29-7,CCOCC,0.89,60400.0,-116.3,Neutral Organics,Fish (SW),96-hr,LC50,756.0711669921875,5.0,
000060-29-7,CCOCC,0.89,60400.0,-116.3,Neutral Organics,Mysid,96-hr,LC50,1191.8583984375,5.0,
000060-29-7,CCOCC,0.89,60400.0,-116.3,Neutral Organics,Fish (SW),,ChV,41.66685485839844,8.0,
000060-29-7,CCOCC,0.89,60400.0,-116.3,Neutral Organics,Mysid (SW),,ChV,143.14683532714844,8.0,
000060-29-7,CCOCC,0.89,60400.0,-116.3,Neutral Organics,Earthworm,14-day,LC50,167.98275756835938,6.0,
000108-20-3,CC(C)OC(C)C,1.52,,-86.8,Neutral Organics,Fish,96-hr,LC50,226.48809814453125,5.0,
000108-20-3,CC(C)OC(C)C,1.52,,-86.8,Neutral Organics,Daphnid,48-hr,LC50,123.026123046875,5.0,
000108-20-3,CC(C)OC(C)C,1.52,,-86.8,Neutral Organics,Green Algae,96-hr,EC50,76.29803466796875,6.400000095367432,
000108-20-3,CC(C)OC(C)C,1.52,,-86.8,Neutral Organics,Fish,,ChV,21.0107421875,8.0,
000108-20-3,CC(C)OC(C)C,1.52,,-86.8,Neutral Organics,Daphnid,,ChV,10.605456352233887,8.0,
000108-20-3,CC(C)OC(C)C,1.52,,-86.8,Neutral Organics,Green Algae,,ChV,18.102951049804688,8.0,
000108-20-3,CC(C)OC(C)C,1.52,,-86.8,Neutral Organics,Fish (SW),96-hr,LC50,284.3134460449219,5.0,
000108-20-3,CC(C)OC(C)C,1.52,,-86.8,Neutral Organics,Mysid,96-hr,LC50,292.4915771484375,5.0,
000108-20-3,CC(C)OC(C)C,1.52,,-86.8,Neutral Organics,Fish (SW),,ChV,23.019792556762695,8.0,
000108-20-3,CC(C)OC(C)C,1.52,,-86.8,Neutral Organics,Mysid (SW),,ChV,29.14670181274414,8.0,
000108-20-3,CC(C)OC(C)C,1.52,,-86.8,Neutral Organics,Earthworm,14-day,LC50,199.22021484375,6.0,
000115-10-6,COC,0.1,46000.0,-141.5,Neutral Organics,Fish,96-hr,LC50,1924.883544921875,5.0,
000115-10-6,COC,0.1,46000.0,-141.5,Neutral Organics,Daphnid,48-hr,LC50,917.0950317382812,5.0,
000115-10-6,COC,0.1,46000.0,-141.5,Neutral Organics,Green Algae,96-hr,EC50,330.745849609375,6.400000095367432,
000115-10-6,COC,0.1,46000.0,-141.5,Neutral Organics,Fish,,ChV,152.9799041748047,8.0,
000115-10-6,COC,0.1,46000.0,-141.5,Neutral Organics,Daphnid,,ChV,54.88762664794922,8.0,
000115-10-6,COC,0.1,46000.0,-141.5,Neutral Organics,Green Algae,,ChV,58.60361862182617,8.0,
000115-10-6,COC,0.1,46000.0,-141.5,Neutral Organics,Fish (SW),96-hr,LC50,2395.876708984375,5.0,
000115-10-6,COC,0.1,46000.0,-141.5,Neutral Organics,Mysid,96-hr,LC50,6449.77392578125,5.0,
000115-10-6,COC,0.1,46000.0,-141.5,Neutral Organics,Fish (SW),,ChV,81.50503540039062,8.0,
000115-10-6,COC,0.1,46000.0,-141.5,Neutral Organics,Mysid (SW),,ChV,978.9814453125,8.0,
000115-10-6,COC,0.1,46000.0,-141.5,Neutral Organics,Earthworm,14-day,LC50,126.07949829101562,6.0,
000127-19-5,CC(=O)N(C)C,-0.77,1000000.0,-20.0,Neutral Organics,Fish,96-hr,LC50,22002.263671875,5.0,
000127-19-5,CC(=O)N(C)C,-0.77,1000000.0,-20.0,Neutral Organics,Daphnid,48-hr,LC50,9673.6484375,5.0,
000127-19-5,CC(=O)N(C)C,-0.77,1000000.0,-20.0,Neutral Organics,Green Algae,96-hr,EC50,2502.7890625,6.400000095367432,
000127-19-5,CC(=O)N(C)C,-0.77,1000000.0,-20.0,Neutral Organics,Fish,,ChV,1590.546142578125,8.0,
000127-19-5,CC(=O)N(C)C,-0.77,1000000.0,-20.0,Neutral Organics,Daphnid,,ChV,462.975830078125,8.0,
000127-19-5,CC(=O)N(C)C,-0.77,1000000.0,-20.0,Neutral Organics,Green Algae,,ChV,370.8201599121094,8.0,
000127-19-5,CC(=O)N(C)C,-0.77,1000000.0,-20.0,Neutral Organics,Fish (SW),96-hr,LC50,27243.65625,5.0,
000127-19-5,CC(=O)N(C)C,-0.77,1000000.0,-20.0,Neutral Organics,Mysid,96-hr,LC50,132220.671875,5.0,
000127-19-5,CC(=O)N(C)C,-0.77,1000000.0,-20.0,Neutral Organics,Fish (SW),,ChV,544.830322265625,8.0,
000127-19-5,CC(=O)N(C)C,-0.77,1000000.0,-20.0,Neutral Organics,Mysid (SW),,ChV,25971.58203125,8.0,
000127-19-5,CC(=O)N(C)C,-0.77,1000000.0,-20.0,Neutral Organics,Earthworm,14-day,LC50,293.48052978515625,6.0,
000127-19-5,CC(=O)N(C)C,-0.77,1000000.0,-20.0,Amides,Fish,96-hr,LC50,3531.328857421875,5.0,
000127-19-5,CC(=O)N(C)C,-0.77,1000000.0,-20.0,Amides,Daphnid,48-hr,LC50,5223.08740234375,5.0,
000127-19-5,CC(=O)N(C)C,-0.77,1000000.0,-20.0,Amides,Green Algae,96-hr,EC50,156.1242218017578,6.400000095367432,
000127-19-5,CC(=O)N(C)C,-0.77,1000000.0,-20.0,Amides,Fish,,ChV,13.673395156860352,8.0,
000127-19-5,CC(=O)N(C)C,-0.77,1000000.0,-20.0,Amides,Daphnid,,ChV,312.09100341796875,8.0,
000127-19-5,CC(=O)N(C)C,-0.77,1000000.0,-20.0,Amides,Green Algae,,ChV,29.321374893188477,8.0,
000127-19-5,CC(=O)N(C)C,-0.77,1000000.0,-20.0,Amides,Fish (SW),96-hr,LC50,2138.795654296875,5.0,
000127-19-5,CC(=O)N(C)C,-0.77,1000000.0,-20.0,Amides,Mysid (SW),96-hr,LC50,56.45199203491211,5.0,
000127-19-5,CC(=O)N(C)C,-0.77,1000000.0,-20.0,Amides,Mysid (SW),,ChV,75.05995178222656,8.0,
000127-19-5,CC(=O)N(C)C,-0.77,1000000.0,-20.0,Amides,Earthworm,14-day,LC50,702.1005249023438,6.0,
000110-71-4,COCCOC,-0.21,,-58.0,Neutral Organics,Fish,96-hr,LC50,7148.87451171875,5.0,
000110-71-4,COCCOC,-0.21,,-58.0,Neutral Organics,Daphnid,48-hr,LC50,3309.91259765625,5.0,
000110-71-4,COCCOC,-0.21,,-58.0,Neutral Organics,Green Algae,96-hr,EC50,1060.4705810546875,6.400000095367432,
000110-71-4,COCCOC,-0.21,,-58.0,Neutral Organics,Fish,,ChV,549.293701171875,8.0,
000110-71-4,COCCOC,-0.21,,-58.0,Neutral Organics,Daphnid,,ChV,182.9281768798828,8.0,
000110-71-4,COCCOC,-0.21,,-58.0,Neutral Organics,Green Algae,,ChV,176.2972869873047,8.0,
000110-71-4,COCCOC,-0.21,,-58.0,Neutral Organics,Fish (SW),96-hr,LC50,8881.6103515625,5.0,
000110-71-4,COCCOC,-0.21,,-58.0,Neutral Organics,Mysid,96-hr,LC50,29496.705078125,5.0,
000110-71-4,COCCOC,-0.21,,-58.0,Neutral Organics,Fish (SW),,ChV,250.0343017578125,8.0,
000110-71-4,COCCOC,-0.21,,-58.0,Neutral Organics,Mysid (SW),,ChV,4907.955078125,8.0,
000110-71-4,COCCOC,-0.21,,-58.0,Neutral Organics,Earthworm,14-day,LC50,265.5911560058594,6.0,
007226-23-5,CN1CCCN(C)C1=O,,,,Neutral Organics,Fish,96-hr,LC50,4561.44287109375,5.0,aboveWaterSolubility
007226-23-5,CN1CCCN(C)C1=O,,,,Neutral Organics,Daphnid,48-hr,LC50,2188.889892578125,5.0,
007226-23-5,CN1CCCN(C)C1=O,,,,Neutral Organics,Green Algae,96-hr,EC50,813.1488037109375,6.400000095367432,
007226-23-5,CN1CCCN(C)C1=O,,,,Neutral Organics,Fish,,ChV,365.5970458984375,8.0,
007226-23-5,CN1CCCN(C)C1=O,,,,Neutral Organics,Daphnid,,ChV,133.64234924316406,8.0,
007226-23-5,CN1CCCN(C)C1=O,,,,Neutral Organics,Green Algae,,ChV,146.3961639404297,8.0,
007226-23-5,CN1CCCN(C)C1=O,,,,Neutral Organics,Fish (SW),96-hr,LC50,5680.20556640625,5.0,aboveWaterSolubility
007226-23-5,CN1CCCN(C)C1=O,,,,Neutral Organics,Mysid,96-hr,LC50,14508.21875,5.0,aboveWaterSolubility
007226-23-5,CN1CCCN(C)C1=O,,,,Neutral Organics,Fish (SW),,ChV,202.6112060546875,8.0,
007226-23-5,CN1CCCN(C)C1=O,,,,Neutral Organics,Mysid (SW),,ChV,2152.0732421875,8.0,
007226-23-5,CN1CCCN(C)C1=O,,,,Neutral Organics,Earthworm,14-day,LC50,344.340087890625,6.0,
007226-23-5,CN1CCCN(C)C1=O,,,,Substituted Ureas,Fish,96-hr,LC50,1124.6165771484375,5.0,
007226-23-5,CN1CCCN(C)C1=O,,,,Substituted Ureas,Daphnid,48-hr,LC50,904.5989990234375,5.0,
007226-23-5,CN1CCCN(C)C1=O,,,,Substituted Ureas,Green Algae,96-hr,EC50,0.8695679903030396,6.400000095367432,
007226-23-5,CN1CCCN(C)C1=O,,,,Substituted Ureas,Fish,,ChV,21.164514541625977,8.0,
007226-23-5,CN1CCCN(C)C1=O,,,,Substituted Ureas,Daphnid,,ChV,24.09882926940918,8.0,
007226-23-5,CN1CCCN(C)C1=O,,,,Substituted Ureas,Green Algae,,ChV,0.3035159111022949,8.0,
007226-23-5,CN1CCCN(C)C1=O,,,,Substituted Ureas,Fish (SW),96-hr,LC50,82.13387298583984,5.0,
007226-23-5,CN1CCCN(C)C1=O,,,,Substituted Ureas,Mysid (SW),96-hr,LC50,191.52178955078125,5.0,
007226-23-5,CN1CCCN(C)C1=O,,,,Substituted Ureas,Fish (SW),,ChV,2.6750357151031494,8.0,
007226-23-5,CN1CCCN(C)C1=O,,,,Substituted Ureas,Mysid (SW),,ChV,109.09679412841797,8.0,
000067-68-5,CS(=O)C,-1.35,1000000.0,18.55,Neutral Organics,Fish,96-hr,LC50,65471.23828125,5.0,
000067-68-5,CS(=O)C,-1.35,1000000.0,18.55,Neutral Organics,Daphnid,48-hr,LC50,27284.466796875,5.0,
000067-68-5,CS(=O)C,-1.35,1000000.0,18.55,Neutral Organics,Green Algae,96-hr,EC50,5656.9931640625,6.400000095367432,
000067-68-5,CS(=O)C,-1.35,1000000.0,18.55,Neutral Organics,Fish,,ChV,4443.19677734375,8.0,
